ID,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2376,395000,2,1,870,3121,1,0,0,4,7,870,0,1923,0,0,98107,47.6659,-122.369,1570,1777
2377,249000,3,1.75,1400,5648,1.5,0,0,5,6,1400,0,1917,0,0,98056,47.5133,-122.196,2320,9420
2378,635000,3,1.75,1210,4400,1.5,0,0,4,8,1210,0,1930,0,0,98105,47.6621,-122.288,2020,3750
2379,515000,3,2.5,3430,48993,2,0,0,3,9,3430,0,2001,0,0,98001,47.2609,-122.27,2460,36256
2380,1400000,3,3.25,3020,6073,2,0,0,4,9,3020,0,1954,0,0,98112,47.6332,-122.29,3020,7700
2381,555000,3,1.5,1740,4200,1.5,0,0,4,7,1640,100,1920,0,0,98117,47.6782,-122.361,1660,3750
2382,537000,4,2,1720,6413,1,0,0,4,7,860,860,1950,0,0,98116,47.5734,-122.395,1280,6413
2383,315000,3,1.75,1480,7500,1,0,0,4,7,1480,0,1968,0,0,98055,47.4629,-122.187,1480,7500
2384,805000,5,2.5,3320,7266,2,0,0,3,9,3320,0,2000,0,0,98075,47.5862,-122.054,3060,10269
2385,375000,2,1.5,1160,1648,2,0,0,3,7,1160,0,2002,0,0,98144,47.5916,-122.293,1458,2351
2386,401000,4,1.75,3010,12523,1,0,0,3,8,1780,1230,1952,0,0,98125,47.707,-122.316,2040,7560
2387,210000,3,1,1030,4583,1,0,0,3,7,1030,0,1967,0,0,98198,47.4231,-122.329,1730,8023
2388,365000,2,1,980,5110,1,0,0,4,7,780,200,1939,0,0,98115,47.7002,-122.314,1430,5110
2389,178000,5,1.5,1990,18200,1,0,0,3,7,1990,0,1960,0,0,98178,47.4938,-122.262,1860,8658
2390,255000,2,1,810,7980,1,0,0,1,6,810,0,1928,0,0,98146,47.489,-122.337,1440,7980
2391,528000,5,2.25,2940,38009,1,0,0,3,8,1700,1240,1977,0,0,98077,47.7653,-122.077,2620,38300
2392,537000,4,4.25,4883,26040,2,0,3,3,10,3859,1024,2006,0,0,98092,47.263,-122.216,3736,9870
2393,375000,3,1.75,1370,19550,1,0,0,3,7,1370,0,1978,2006,1,98014,47.7002,-121.912,1430,17550
2394,637250,4,2.5,2120,3220,2,0,0,3,9,2120,0,2005,0,0,98052,47.6662,-122.083,2120,3547
2395,427500,3,1.75,1240,7200,1,0,0,5,7,1240,0,1942,0,0,98136,47.5142,-122.389,1640,7200
2396,700000,4,2.5,2770,89298,2,0,0,3,8,2770,0,2004,0,0,98053,47.6624,-122.01,2650,89298
2397,680000,3,1.75,1660,5750,1,0,0,4,7,1080,580,1909,0,0,98116,47.5843,-122.385,2060,5560
2398,393820,2,2,1170,8251,1,0,0,3,7,1170,0,1941,0,0,98115,47.6873,-122.291,1360,6798
2399,525000,4,2.75,2470,7200,1,0,0,5,7,1350,1120,1940,0,0,98108,47.5631,-122.317,1500,6000
2400,505000,2,1.75,1310,3816,1,0,0,2,7,1110,200,1929,0,0,98117,47.679,-122.368,1510,3816
2401,555565,3,2,1670,11337,1,0,1,4,7,1670,0,1959,0,0,98033,47.6602,-122.188,2210,11337
2402,650000,3,1.75,1660,10819,1,0,0,4,7,1240,420,1942,0,0,98177,47.7045,-122.379,3110,11853
2403,405000,4,2.75,2360,7716,1,0,0,3,7,1390,970,1978,0,0,98034,47.7301,-122.223,2160,8794
2404,845000,3,3.5,3460,15745,2,0,0,3,10,3460,0,1986,0,0,98077,47.7262,-122.06,3350,14825
2405,638000,4,1.75,1470,4236,1.5,0,0,4,7,1470,0,1946,0,0,98107,47.6692,-122.399,1480,5400
2406,290000,3,1.75,1710,10950,1,0,0,3,7,1060,650,1967,0,0,98045,47.4678,-121.745,1180,10950
2407,270000,4,2.5,2350,5835,2,0,0,3,8,2350,0,2003,0,0,98042,47.3494,-122.153,3010,5772
2408,875000,4,2.25,2380,4876,2,0,0,4,9,2240,140,1948,0,0,98117,47.6822,-122.4,1780,4559
2409,511718,2,1.75,1700,5000,1,0,0,3,6,850,850,1915,0,0,98117,47.6787,-122.363,1690,5000
2410,965000,4,3.25,5010,49222,2,0,0,5,9,3710,1300,1978,0,0,98027,47.5489,-122.092,3140,54014
2411,252000,2,1,940,15450,1,0,0,4,6,940,0,1926,0,0,98070,47.4408,-122.461,1370,34820
2412,580000,6,2.5,3596,13700,1,0,0,5,8,1798,1798,1964,0,0,98166,47.4388,-122.339,1894,10500
2413,374950,2,2.25,1240,1172,2,0,0,3,8,1000,240,2008,0,0,98144,47.5877,-122.316,1260,1111
2414,739000,5,4,4660,9900,2,0,2,4,9,2600,2060,1979,0,0,98056,47.5135,-122.2,3380,9900
2415,271000,4,1.75,1710,7200,1,0,0,5,7,910,800,1975,0,0,98031,47.3967,-122.174,1730,7200
2416,230000,2,1,930,7550,1,0,0,3,6,930,0,1986,0,0,98168,47.4866,-122.303,1370,10176
2417,350000,3,2.75,1650,5700,2,0,0,4,7,1650,0,1988,0,0,98166,47.4563,-122.348,1320,7620
2418,491500,3,2.25,1560,12000,1,0,0,4,7,1110,450,1968,0,0,98034,47.7256,-122.166,2190,4612
2419,190000,3,2,1320,7625,1,0,0,3,7,1320,0,1987,0,0,98038,47.3635,-122.045,1420,7500
2420,658600,4,2,1400,4690,1.5,0,0,4,7,1400,0,1945,0,0,98117,47.6826,-122.378,1400,4690
2421,299950,3,1.5,1940,8951,1,0,0,3,7,1300,640,1958,0,0,98168,47.473,-122.328,2000,8319
2422,625000,3,1,1020,7650,1,0,0,3,6,1020,0,1919,0,0,98033,47.6795,-122.202,1870,5500
2423,530000,4,2.5,2940,35996,2,0,0,3,9,2940,0,1995,0,0,98042,47.3401,-122.067,2890,35089
2424,439000,1,1,790,2400,1,0,0,3,7,790,0,1918,0,0,98122,47.6178,-122.299,1580,2566
2425,575000,4,1.75,2020,6200,1,0,0,4,6,1010,1010,1948,0,0,98133,47.7013,-122.35,1440,4158
2426,418000,3,1.75,1530,7238,1,0,0,3,7,1530,0,1959,0,0,98155,47.7629,-122.315,1580,7238
2427,1210000,4,3.75,3250,10949,2,0,0,4,9,2940,310,1930,1989,1,98004,47.639,-122.219,2340,15234
2428,580000,3,2.5,2180,40278,2,0,0,3,9,2180,0,1985,0,0,98072,47.733,-122.09,2630,40000
2429,256000,3,1,880,5375,1,0,0,4,5,880,0,1924,0,0,98055,47.4858,-122.202,980,4838
2430,349950,3,1,1400,7066,1,0,0,3,8,1400,0,1957,0,0,98125,47.7127,-122.325,1400,7320
2431,691500,4,2.5,2600,7200,2,0,0,3,7,2600,0,1962,2002,1,98115,47.6944,-122.274,1790,6175
2432,556000,3,1.75,1590,2500,1.5,0,0,4,7,1190,400,1908,0,0,98105,47.6668,-122.299,1420,3800
2433,218000,3,2.25,1610,7084,1,0,0,4,8,1280,330,1968,0,0,98023,47.3146,-122.384,2170,8505
2434,935000,3,3.25,3710,38509,2,0,0,3,10,3710,0,1998,0,0,98014,47.693,-121.868,1680,25865
2435,732000,4,1.75,2360,11300,1,0,0,4,9,2360,0,1974,0,0,98006,47.5728,-122.163,2290,11951
2436,805500,3,1,1440,10330,1,0,0,4,7,1440,0,1952,0,0,98004,47.6245,-122.193,2080,10327
2437,507250,3,1.75,1400,5750,1,0,2,3,6,1100,300,1915,0,0,98126,47.5659,-122.38,1500,5175
2438,800000,4,2.5,4600,67369,2,0,0,3,10,4600,0,1990,0,0,98053,47.6417,-121.992,4600,67369
2439,600000,3,2.25,2100,8276,2,0,1,4,8,2100,0,1979,0,0,98008,47.6068,-122.112,2420,18135
2440,627800,4,1.75,2010,12044,1,0,0,3,9,2010,0,1982,0,0,98074,47.6446,-122.068,2200,11144
2441,660000,2,2.25,2550,6000,2,0,0,5,7,1860,690,1902,0,0,98115,47.6739,-122.323,2010,4000
2442,456500,3,2.25,2090,9163,1,0,0,3,7,1460,630,1975,0,0,98034,47.7334,-122.167,1960,7713
2443,1310000,5,2.5,2770,8100,2,0,0,3,9,2770,0,2002,0,0,98004,47.6341,-122.208,2070,8100
2444,843500,3,2.5,3560,11448,2,0,0,3,11,3560,0,1997,0,0,98052,47.7126,-122.104,3290,11506
2445,625000,3,1,1240,4080,1,0,0,3,7,1240,0,1925,0,0,98103,47.667,-122.333,2060,4080
2446,1970000,5,3.75,3940,13738,1.5,0,3,4,9,3940,0,1951,0,0,98004,47.6203,-122.212,2370,13320
2447,1000000,5,2.5,3150,50094,2,0,0,4,9,3150,0,1969,0,0,98005,47.6387,-122.177,3600,48787
2448,180000,3,1.75,1330,16000,1,0,0,3,7,1330,0,1978,0,0,98001,47.28,-122.257,1330,14374
2449,700000,2,1,930,5000,1,0,3,3,7,930,0,1926,2013,1,98136,47.5333,-122.388,1760,5228
2450,476500,3,1,1060,8625,2,0,0,4,7,1060,0,1962,1997,1,98033,47.6615,-122.179,2010,8901
2451,193000,3,1.5,1180,9048,1,0,0,3,7,1180,0,1960,0,0,98148,47.4327,-122.328,1460,8942
2452,363000,2,1,820,4880,1,0,0,4,6,820,0,1925,0,0,98136,47.5483,-122.394,1320,4880
2453,875000,4,2.5,3600,21794,2,0,0,4,11,3600,0,1990,0,0,98077,47.7121,-122.072,3410,19864
2454,257200,3,2,1850,8250,1,0,0,4,7,1150,700,1952,0,0,98002,47.3066,-122.209,1580,7153
2455,555000,3,2,2240,11250,1,0,0,3,8,2240,0,1968,0,0,98008,47.6371,-122.119,2200,12500
2456,380000,3,2.25,1860,15559,2,0,0,4,7,1860,0,1963,0,0,98022,47.1559,-121.646,1110,11586
2457,282000,4,2.75,2390,7330,2,0,0,3,7,2390,0,1989,0,0,98023,47.3061,-122.359,1980,6735
2458,545000,4,2.5,2040,6034,2,0,0,3,7,2040,0,1990,0,0,98115,47.6952,-122.323,1380,5986
2459,550000,3,1.5,1900,5000,1.5,0,0,3,7,1640,260,1926,0,0,98115,47.6779,-122.294,2090,5000
2460,820000,4,2.25,2280,6660,1.5,0,2,3,8,1960,320,1940,1984,1,98119,47.6503,-122.368,1720,5336
2461,289000,3,1,1090,7315,1,0,0,5,6,1090,0,1981,0,0,98056,47.494,-122.165,1090,5800
2462,206000,3,1,1050,5233,1,0,0,5,5,1050,0,1906,0,0,98010,47.3106,-121.999,970,7500
2463,491950,3,2.25,2090,10733,1,0,0,3,7,1440,650,1958,0,0,98115,47.6971,-122.281,1740,8100
2464,430000,3,2.5,2030,7770,2,0,0,3,8,2030,0,2003,0,0,98024,47.5253,-121.93,1360,10782
2465,208000,3,2,1250,7995,1,0,0,4,7,1250,0,1980,0,0,98042,47.3684,-122.092,1540,7650
2466,245000,4,2.25,2600,6390,1,0,0,3,8,1390,1210,1978,0,0,98023,47.3174,-122.366,2110,6700
2467,400000,3,2.5,2120,3742,2,0,0,3,7,2120,0,2006,0,0,98059,47.4787,-122.129,2250,4696
2468,553000,3,1,1330,5100,1,0,0,3,7,900,430,1942,0,0,98115,47.6837,-122.291,1500,5100
2469,428000,3,2.5,2230,32660,1,0,0,4,8,2230,0,1977,0,0,98042,47.3321,-122.105,2400,33120
2470,294000,2,1,820,6366,1,0,0,5,6,820,0,1952,0,0,98133,47.7512,-122.34,1580,10169
2471,410000,3,1.75,1880,8424,1,0,0,4,7,1380,500,1977,0,0,98059,47.5116,-122.161,1970,8523
2472,445000,3,2.25,1850,4050,2,0,0,4,7,1850,0,1985,0,0,98029,47.5669,-122.017,1650,4468
2473,921000,4,2.5,2310,5362,2,0,4,4,8,2010,300,1928,0,0,98122,47.6044,-122.284,2530,5960
2474,95000,2,1,800,8550,1,0,0,3,7,800,0,1947,0,0,98198,47.4075,-122.294,1490,8550
2475,359000,4,1.75,1580,6396,1,0,0,4,6,790,790,1945,0,0,98126,47.5378,-122.369,1180,6396
2476,452500,3,2.5,2430,88426,1,0,0,4,7,1570,860,1985,0,0,98045,47.4828,-121.718,1560,56827
2477,555000,4,1.75,2350,6200,1.5,0,0,4,7,1410,940,1946,0,0,98116,47.559,-122.397,1800,6150
2478,549900,5,3,3800,42316,1.5,0,0,4,9,3800,0,1984,0,0,98042,47.3488,-122.095,2580,35775
2479,569000,5,3,3670,10583,1,0,0,5,8,2060,1610,1952,0,0,98155,47.7589,-122.277,2720,13865
2480,318500,4,2,1780,7350,1,0,0,5,7,900,880,1974,0,0,98058,47.4562,-122.158,1480,7350
2481,487028,2,1.5,1295,1093,2,0,0,3,9,1105,190,2007,0,0,98112,47.6192,-122.299,1295,1413
2482,240000,3,1,1350,7560,1,0,0,4,7,950,400,1959,0,0,98032,47.3784,-122.303,1470,7560
2483,253000,3,2.25,1440,9806,1,0,0,3,7,1440,0,1965,0,0,98030,47.3857,-122.212,1590,9782
2484,380000,5,1.75,1320,38125,1,0,0,4,7,1120,200,1947,0,0,98198,47.3937,-122.323,2360,15070
2485,250000,2,0.75,700,16828,1,0,0,4,6,700,0,1958,0,0,98092,47.3009,-122.125,2010,29316
2486,368500,2,1.75,2510,19141,2,0,0,3,9,2510,0,1977,0,0,98092,47.3103,-122.199,2400,13030
2487,340000,3,1,3180,27586,1,0,0,3,8,1400,1780,1969,0,0,98022,47.1986,-121.967,2180,27586
2488,400000,2,1,910,4000,1,0,0,3,7,910,0,1918,0,0,98136,47.5427,-122.388,1060,1346
2489,835000,3,2,1570,4625,1.5,0,0,5,8,1570,0,1927,0,0,98117,47.68,-122.399,1760,4625
2490,1680000,6,2.25,4910,6600,2.5,0,0,5,10,3580,1330,1910,0,0,98102,47.6458,-122.32,3280,5500
2491,265000,3,2,1570,5706,1,0,0,3,7,1570,0,1998,0,0,98092,47.3156,-122.188,1570,5706
2492,437500,4,2.5,2680,7513,2,0,0,3,8,2680,0,1998,0,0,98059,47.4956,-122.161,2640,7243
2493,865000,3,1.75,2090,4725,2,0,0,3,7,1610,480,1947,2013,1,98199,47.657,-122.394,1280,4725
2494,2080000,4,3.5,4230,20377,2,0,0,3,11,4230,0,1997,0,0,98004,47.5954,-122.206,3980,20489
2495,425000,3,1,1790,6000,1.5,0,0,2,8,1790,0,1937,0,0,98108,47.5448,-122.32,1060,4000
2496,905000,5,3.5,3100,10200,1,0,4,3,9,1660,1440,1970,0,0,98008,47.6134,-122.112,2700,10455
2497,641250,3,2.5,2220,2550,3,0,2,3,10,2220,0,1990,0,0,98117,47.6963,-122.393,2200,5610
2498,845000,4,2.75,4070,115434,2,0,0,3,9,4070,0,2002,0,0,98045,47.4843,-121.752,2970,95832
2499,395000,3,2.5,1610,3755,2,0,0,3,7,1610,0,1987,0,0,98052,47.6825,-122.097,1300,3823
2500,1100000,5,2.75,2830,18050,1,0,0,5,7,1630,1200,1958,0,0,98040,47.5773,-122.226,2370,14250
2501,145000,3,1,1010,5490,1,0,0,3,6,1010,0,1954,0,0,98168,47.4762,-122.293,1740,10658
2502,374500,3,1.5,1330,8636,1,0,0,4,7,1330,0,1968,0,0,98034,47.7289,-122.203,1370,7475
2503,304000,3,2.5,1710,6773,2,0,0,3,8,1710,0,1993,0,0,98003,47.2635,-122.312,2220,7551
2504,400000,4,2.25,2230,7200,1,0,0,4,7,1300,930,1963,0,0,98133,47.7648,-122.33,2010,7752
2505,160000,2,2,1040,4750,1,0,0,2,6,850,190,1950,0,0,98118,47.5293,-122.272,1350,5000
2506,542000,3,1.75,1070,8030,1,0,0,3,7,1070,0,1966,2014,1,98052,47.67,-122.155,1540,7875
2507,406000,4,1.5,1920,6000,2,0,1,3,7,1920,0,1951,0,0,98198,47.4029,-122.321,1920,6000
2508,425000,4,2.5,2460,5440,2,0,0,3,9,2460,0,2003,0,0,98058,47.448,-122.121,2460,5124
2509,613000,4,2,1550,4815,1.5,0,0,3,7,1550,0,1909,0,0,98103,47.667,-122.336,1680,4013
2510,700000,4,2.25,2440,9450,1.5,0,0,3,7,2440,0,1947,2014,1,98125,47.7061,-122.307,1720,7503
2511,494000,2,1,1290,4650,1,0,0,4,7,1290,0,1906,0,0,98115,47.6877,-122.325,1640,3900
2512,700000,4,3,3150,7778,2,0,0,3,9,3150,0,2000,0,0,98075,47.5972,-122.018,2970,6500
2513,705000,2,2.5,2305,5580,1,0,0,3,8,2305,0,2007,0,0,98077,47.7203,-122.024,1440,5748
2514,356000,2,1.75,1060,16470,1,0,0,3,7,1060,0,1977,0,0,98072,47.7409,-122.089,1790,16748
2515,625000,3,1.75,2060,12558,1,0,0,4,7,1350,710,1984,0,0,98052,47.6659,-122.144,1850,8722
2516,970000,4,4.5,3890,5906,2,0,3,3,11,3060,830,2004,0,0,98029,47.5426,-121.995,4170,6052
2517,415000,3,1.75,1910,12596,1,0,0,3,7,1340,570,1977,0,0,98072,47.7399,-122.099,1550,13310
2518,799950,3,3,2900,11769,2,0,0,3,10,2900,0,1997,0,0,98052,47.6993,-122.118,2900,9611
2519,783350,4,2.5,3290,35001,2,0,0,3,10,3290,0,1991,0,0,98077,47.7231,-122.038,4090,40371
2520,2540000,5,4.75,5410,13431,2,0,0,4,10,5050,360,1941,0,0,98112,47.6306,-122.288,3750,11596
2521,350000,2,1,1430,8157,1.5,0,0,3,7,1150,280,1944,0,0,98177,47.7256,-122.361,1820,8157
2522,895000,3,2,2160,105415,1,0,0,3,10,2160,0,1991,0,0,98059,47.4806,-122.152,2760,9620
2523,579000,2,2,1760,7200,1,0,0,5,7,880,880,1946,0,0,98118,47.5658,-122.276,1760,7200
2524,405000,2,1,880,3000,1,0,0,5,7,880,0,1927,0,0,98103,47.6868,-122.349,1300,3000
2525,553650,2,2.5,1360,1349,2,0,0,3,8,1050,310,1997,0,0,98112,47.6254,-122.292,1430,4400
2526,369900,2,2.5,1770,1853,3,0,0,3,8,1770,0,2007,0,0,98126,47.5472,-122.371,1770,1924
2527,225000,3,2,2030,24829,1,0,0,4,7,1220,810,1979,0,0,98001,47.2718,-122.291,1980,15204
2528,449500,4,2,2430,199940,1,0,0,3,8,1310,1120,1961,0,0,98038,47.4116,-122.029,2220,150282
2529,650000,3,1,1300,8266,1,0,0,4,7,1300,0,1953,0,0,98004,47.6337,-122.199,1300,8707
2530,542126,4,2.5,2360,43088,2,0,0,3,8,2360,0,1977,0,0,98077,47.7661,-122.071,2850,39216
2531,115000,2,1,1000,16524,1,0,0,3,5,1000,0,1913,0,0,98001,47.2841,-122.255,1350,10208
2532,726000,3,2.5,1890,3880,1.5,0,0,4,8,1460,430,1915,0,0,98107,47.6642,-122.362,1010,3880
2533,515000,3,1.75,1810,5733,1,0,0,4,7,1010,800,1926,0,0,98116,47.5709,-122.388,1260,4680
2534,756000,4,2.5,2730,10753,2,0,0,3,9,2730,0,1991,0,0,98006,47.5414,-122.133,3090,10740
2535,1570000,4,3.75,3070,5850,2,0,0,5,9,2400,670,1927,0,0,98112,47.633,-122.283,2940,5573
2536,442000,4,2.25,2080,12007,1,0,0,4,8,1220,860,1979,0,0,98074,47.6259,-122.051,2110,12459
2537,260000,4,2,1620,7992,2,0,0,4,7,1620,0,1975,0,0,98031,47.395,-122.176,1710,7500
2538,390000,2,1.75,1150,2723,1,0,0,4,7,770,380,1923,0,0,98102,47.6357,-122.322,1440,4000
2539,459500,2,1,1250,3825,1,0,0,3,7,850,400,1929,0,0,98117,47.6805,-122.38,1370,4998
2540,330000,3,1.5,1430,8000,1,0,0,5,7,1430,0,1948,0,0,98155,47.772,-122.322,1410,9820
2541,189000,2,1,790,7128,1,0,0,3,6,790,0,1944,0,0,98168,47.4873,-122.324,1110,7150
2542,280000,3,1,1200,9322,1.5,0,0,4,7,1200,0,1954,0,0,98030,47.3749,-122.225,1540,9677
2543,400000,2,1.75,2110,9519,1,0,0,2,7,2110,0,1948,0,0,98155,47.7504,-122.306,1480,9519
2544,245000,2,1,820,7475,1,0,0,3,6,820,0,1945,0,0,98133,47.7321,-122.341,1030,5720
2545,375000,4,2.5,1800,8432,1,0,0,4,7,1200,600,1960,0,0,98133,47.7463,-122.336,1780,8432
2546,465000,5,1.5,1750,12491,1,0,0,3,6,1390,360,1961,0,0,98033,47.6995,-122.174,1560,12473
2547,445000,3,2,1540,67953,1,0,0,3,7,1540,0,1997,0,0,98059,47.5018,-122.126,1250,9100
2548,250000,3,1,1130,7800,1,0,0,3,7,1130,0,1952,0,0,98118,47.5239,-122.288,1170,7800
2549,672324,2,1.75,1600,5795,1.5,0,0,3,8,1600,0,1940,0,0,98105,47.6709,-122.276,2310,6301
2550,420000,3,2,1200,5029,1,0,0,3,6,880,320,1937,0,0,98115,47.6936,-122.294,1510,5854
2551,732350,4,2.5,2270,7665,2,0,0,3,9,2270,0,1986,0,0,98052,47.6612,-122.148,2450,8706
2552,475000,3,1.5,1640,2720,1.5,0,0,3,8,1640,0,1929,0,0,98115,47.6869,-122.317,1490,4375
2553,414000,4,2.5,2120,6497,2,0,0,3,7,2120,0,2003,0,0,98019,47.7241,-121.957,2230,6300
2554,357250,3,1.5,1400,8840,1,0,0,4,6,1400,0,1952,0,0,98125,47.7273,-122.309,1260,8840
2555,289950,2,1,760,6000,1,0,0,4,6,760,0,1950,0,0,98133,47.7168,-122.34,950,6000
2556,446000,3,1.75,1460,9998,1,0,0,3,7,960,500,1958,0,0,98028,47.7434,-122.242,1460,9998
2557,370000,3,2.25,1650,4859,2,0,0,3,7,1650,0,1988,0,0,98011,47.7729,-122.172,1890,5018
2558,216000,3,2,1260,4125,1,0,0,3,6,1260,0,1998,0,0,98188,47.4401,-122.279,1300,9091
2559,1100000,3,2.5,2200,20000,1,0,1,3,7,1400,800,1952,0,0,98004,47.5809,-122.191,3050,11775
2560,355000,2,1.5,1140,2500,1,0,1,3,7,630,510,1988,0,0,98106,47.5707,-122.359,1500,5000
2561,699000,4,2.5,2550,7312,2,0,0,3,9,2550,0,1988,0,0,98008,47.6441,-122.113,2330,7480
2562,276000,2,1,1140,7200,1,0,0,3,6,1140,0,1923,1951,1,98065,47.5265,-121.823,1110,7200
2563,100000,2,1,790,6426,1,0,0,3,6,790,0,1944,0,0,98178,47.4933,-122.245,1380,6946
2564,955500,4,1.75,2130,5080,1.5,0,0,3,8,2130,0,1914,1993,1,98119,47.6427,-122.363,1900,5080
2565,199000,3,1,1390,21262,1,0,0,3,7,1390,0,1958,0,0,98058,47.4454,-122.185,1560,10800
2566,762000,4,3.5,4000,15253,2,0,0,3,9,4000,0,2007,0,0,98065,47.5433,-121.887,3550,8747
2567,425000,4,2,1520,7983,1,0,0,5,7,1520,0,1967,0,0,98034,47.7357,-122.193,1520,7783
2568,546000,2,1,1657,5031,2,0,0,3,7,1657,0,1910,0,0,98116,47.5699,-122.389,2050,6201
2569,419600,3,1.75,1680,8460,1,0,0,3,7,1180,500,1976,0,0,98133,47.7554,-122.353,1890,9529
2570,1230000,2,2.5,2470,609,3,0,0,3,11,1910,560,2011,0,0,98112,47.6182,-122.312,2440,1229
2571,445000,2,2,1240,2500,2,0,0,3,7,1240,0,1985,0,0,98117,47.6793,-122.395,1660,5000
2572,665000,3,2,1740,41275,1,0,0,3,8,1740,0,1974,1989,1,98045,47.4914,-121.763,2630,41275
2573,508500,4,2.75,2520,12500,2,0,0,3,8,1720,800,1979,0,0,98074,47.6225,-122.064,2520,13000
2574,345950,5,1,1340,11198,1.5,0,0,3,8,1340,0,1934,0,0,98155,47.736,-122.295,1390,8020
2575,207500,3,1,1640,9750,1,0,0,3,7,1640,0,1968,0,0,98042,47.3256,-122.141,1200,9750
2576,640000,3,1,1210,3720,2,0,0,4,8,1210,0,1930,0,0,98112,47.6317,-122.301,1560,6000
2577,329500,3,1,1810,13068,1,0,0,4,7,1360,450,1941,0,0,98070,47.4482,-122.462,1400,13068
2578,460000,4,2.75,2200,9676,1,0,0,3,8,1500,700,1979,0,0,98028,47.7713,-122.259,2120,9585
2579,1230000,3,1.75,2200,14630,1.5,0,1,3,8,2200,0,1948,2003,1,98004,47.6074,-122.213,2850,15803
2580,805000,5,3,2350,6480,2,0,3,4,7,1650,700,1924,1962,1,98118,47.558,-122.266,1840,7200
2581,200000,3,1.5,1090,10454,1,0,0,3,6,1090,0,1963,0,0,98042,47.3425,-122.082,1230,12196
2582,749700,3,1.75,2280,77972,1,0,0,3,8,1460,820,1977,0,0,98059,47.4804,-122.151,2460,14430
2583,288000,0,1.5,1430,1650,3,0,0,3,7,1430,0,1999,0,0,98125,47.7222,-122.29,1430,1650
2584,535000,2,1,1520,3360,1,0,0,4,7,830,690,1927,0,0,98117,47.6815,-122.382,1470,3774
2585,479200,3,2,1510,3750,1.5,0,0,4,7,1510,0,1928,0,0,98116,47.5737,-122.383,1500,5000
2586,373000,5,2.5,3001,5710,2,0,0,3,8,3001,0,2006,0,0,98042,47.3727,-122.177,2340,5980
2587,355000,4,1.5,2020,6000,1,0,0,4,7,1010,1010,1953,0,0,98178,47.5019,-122.235,1710,6000
2588,275000,3,2,1380,4500,1,0,0,3,7,1380,0,2008,0,0,98038,47.3661,-122.021,1620,4000
2589,417000,2,1.75,1090,4590,1,0,0,4,7,790,300,1915,0,0,98105,47.6677,-122.324,1390,4080
2590,1170000,5,3.75,4220,15959,2,0,0,3,11,4220,0,2004,0,0,98075,47.5869,-121.967,4630,16531
2591,629000,3,2,1760,5000,1,0,0,5,7,960,800,1920,0,0,98199,47.6408,-122.403,1380,5000
2592,226950,2,1,930,6600,1,0,0,3,6,930,0,1957,0,0,98168,47.4868,-122.33,1250,6600
2593,1230000,4,2.5,2600,11542,1.5,0,0,4,9,2200,400,1939,0,0,98177,47.7076,-122.377,2840,10960
2594,415000,3,2.25,2180,11100,1,0,0,5,8,1700,480,1979,0,0,98056,47.5162,-122.176,2350,11397
2595,209950,3,1.75,1100,5525,1,0,0,5,6,1100,0,1968,0,0,98042,47.3625,-122.084,1050,5200
2596,207000,3,1,1080,10200,1,0,0,4,7,1080,0,1962,0,0,98023,47.3215,-122.351,1230,10400
2597,195000,3,1,1070,22489,1,0,0,3,7,1070,0,1967,0,0,98001,47.3278,-122.262,1880,20250
2598,324950,3,1.5,1460,8710,1,0,0,3,7,1460,0,1955,0,0,98166,47.4561,-122.357,1400,8645
2599,210000,1,1,1050,7583,1,0,0,4,6,1050,0,1947,0,0,98133,47.7294,-122.341,1420,7560
2600,1080000,4,2.75,3160,42733,2,0,0,3,9,3160,0,1995,0,0,98053,47.6367,-121.958,1890,24000
2601,325088,4,1,1400,6739,1,0,0,3,7,1000,400,1954,0,0,98108,47.5402,-122.298,1500,6380
2602,790000,4,3,3120,157875,2,0,0,4,8,3120,0,1977,0,0,98058,47.444,-122.187,1580,7050
2603,255000,2,1,1220,2500,1,0,0,3,6,770,450,1910,0,0,98126,47.5727,-122.372,1540,3000
2604,457500,2,1,840,5000,1,0,0,4,7,840,0,1908,0,0,98117,47.6803,-122.371,1240,5000
2605,690000,3,2,1610,5100,1.5,0,0,5,8,1610,0,1940,0,0,98115,47.6825,-122.307,1740,5100
2606,967000,4,3.25,1860,4356,2,0,0,3,9,1860,0,1917,2005,1,98103,47.6785,-122.351,1860,4356
2607,980000,4,1.75,2260,17711,1,0,1,4,9,2260,0,1968,0,0,98040,47.5498,-122.214,2880,16594
2608,619420,4,2.75,2450,14803,2,0,0,4,9,2450,0,1988,0,0,98059,47.5261,-122.162,2330,14803
2609,389000,2,1,850,3276,1,0,0,3,6,850,0,1910,0,0,98103,47.6742,-122.35,1460,4100
2610,500000,3,1,1800,7200,1,0,0,3,7,1020,780,1964,0,0,98118,47.5616,-122.275,1740,5475
2611,569000,4,1.75,1230,7890,1,0,1,4,7,1090,140,1950,0,0,98004,47.5808,-122.189,2380,13176
2612,425000,4,2.25,2060,8540,1,0,0,4,7,1540,520,1967,0,0,98034,47.734,-122.19,1560,7700
2613,635000,4,2.25,2750,6180,1,0,0,4,8,1500,1250,1948,0,0,98118,47.5691,-122.284,1740,6180
